age,weight,height,injury_type,goal,exercise
57,113,171,hips,rehab,Standing quad stretch (L/R)
62,78,171,none,rehab,Half-Kneeling Hip Flexor Stretch
71,89,169,legs,flexibility,Calf stretch
47,58,163,lower_back,flexibility,Hollow Body Hold
63,87,154,shoulder,strength,Reverse Tabletop Pose
48,96,180,upper_back,rehab,Overhead Arm Hold
70,75,163,legs,flexibility,Straight leg raises (L/R)
60,51,154,none,flexibility,Bird Dog Hold
62,82,170,hips,rehab,Standing quad stretch (L/R)
47,82,156,upper_back,flexibility,Overhead Arm Hold
68,91,153,lower_back,strength,Bridge pose hold
86,107,160,none,strength,Reverse Tabletop Pose
44,77,157,upper_back,rehab,Overhead Arm Hold
53,71,154,none,rehab,Overhead Arm Hold
61,67,174,core,rehab,Bird Dog Hold
69,84,163,legs,strength,Standing quad stretch (L/R)
50,88,179,shoulder,flexibility,Reverse Tabletop Pose
20,75,155,lower_back,strength,Hollow Body Hold
76,92,144,none,rehab,Straight leg raises (L/R)
68,88,166,lower_back,flexibility,Dead Bug Hold
34,83,186,lower_back,strength,Plank
50,71,171,upper_back,rehab,Overhead Arm Hold
79,76,200,shoulder,rehab,Overhead Arm Hold
78,52,168,none,flexibility,Plank
71,85,167,legs,strength,Calf stretch
56,82,139,legs,flexibility,Standing quad stretch (L/R)
59,84,169,upper_back,flexibility,Overhead Arm Hold
56,88,166,core,strength,Reverse Tabletop Pose
73,87,160,none,strength,Bird Dog Hold
46,81,163,legs,strength,Chair pose
47,83,164,legs,flexibility,Calf stretch
72,64,162,shoulder,flexibility,Side plank
57,75,189,upper_back,strength,Overhead Arm Hold
77,83,160,upper_back,strength,Overhead Arm Hold
49,73,166,lower_back,flexibility,Bird Dog Hold
57,93,160,legs,strength,Calf stretch
46,74,174,hips,rehab,Butterfly stretch
58,85,167,core,strength,Bridge pose hold
38,83,161,shoulder,rehab,Reverse Tabletop Pose
51,91,142,shoulder,rehab,Overhead Arm Hold
39,93,167,none,flexibility,Chair pose
67,91,161,core,flexibility,Bird Dog Hold
68,56,164,core,flexibility,Side plank
35,97,151,hips,strength,Side plank
76,101,181,lower_back,flexibility,Dead Bug Hold
92,76,174,hips,strength,Butterfly stretch
59,85,181,core,flexibility,Bridge pose hold
49,71,178,none,rehab,Bridge pose hold
96,58,171,core,flexibility,Side plank
40,73,151,hips,rehab,Butterfly stretch
58,75,186,lower_back,strength,Bird Dog Hold
60,78,154,hips,flexibility,Butterfly stretch
76,70,161,none,flexibility,Hollow Body Hold
63,73,173,lower_back,rehab,Bridge pose hold
51,82,173,core,flexibility,Bird Dog Hold
45,72,171,core,strength,Hollow Body Hold
53,89,160,core,rehab,Bird Dog Hold
44,91,157,legs,strength,Bridge pose hold
59,112,194,lower_back,strength,Bridge pose hold
50,96,164,core,rehab,Bird Dog Hold
38,85,163,upper_back,strength,Reverse Tabletop Pose
75,74,156,none,flexibility,Side plank
51,86,167,upper_back,strength,Overhead Arm Hold
41,86,167,hips,flexibility,Standing quad stretch (L/R)
56,76,164,upper_back,rehab,Overhead Arm Hold
59,92,169,lower_back,flexibility,Bird Dog Hold
34,65,185,legs,strength,Standing calf raise
62,79,158,lower_back,flexibility,Bird Dog Hold
44,89,165,shoulder,strength,Plank
81,78,157,hips,flexibility,Butterfly stretch
65,79,168,core,rehab,Bridge pose hold
53,80,158,legs,rehab,Standing quad stretch (L/R)
48,72,158,hips,flexibility,Bird Dog Hold
57,97,147,shoulder,rehab,Reverse Tabletop Pose
66,69,166,upper_back,flexibility,Overhead Arm Hold
58,86,170,shoulder,strength,Overhead Arm Hold
55,87,186,upper_back,flexibility,Overhead Arm Hold
59,70,170,hips,strength,Half-Kneeling Hip Flexor Stretch
50,83,159,hips,flexibility,Butterfly stretch
53,71,149,core,strength,Bridge pose hold
30,99,150,core,rehab,Reverse Tabletop Pose
71,68,149,hips,flexibility,Side plank
62,74,186,core,rehab,Bird Dog Hold
48,67,168,lower_back,rehab,Bridge pose hold
84,65,158,legs,strength,Standing quad stretch (L/R)
59,102,153,lower_back,rehab,Bird Dog Hold
44,89,155,none,strength,Hollow Body Hold
70,84,157,none,rehab,Butterfly stretch
63,74,180,shoulder,rehab,Reverse Tabletop Pose
63,93,164,none,flexibility,Plank
52,72,148,legs,flexibility,Straight leg raises (L/R)
64,92,191,hips,strength,Butterfly stretch
54,71,151,hips,rehab,Half-Kneeling Hip Flexor Stretch
66,74,158,hips,rehab,Butterfly stretch
32,91,180,upper_back,flexibility,Overhead Arm Hold
52,93,169,shoulder,strength,Reverse Tabletop Pose
81,89,159,lower_back,flexibility,Bird Dog Hold
48,69,150,core,rehab,Bird Dog Hold
50,76,153,shoulder,strength,Side plank
52,84,154,none,rehab,Half-Kneeling Hip Flexor Stretch
42,71,165,upper_back,flexibility,Plank
28,99,167,upper_back,strength,Reverse Tabletop Pose
55,52,163,shoulder,flexibility,Overhead Arm Hold
60,72,164,upper_back,rehab,Overhead Arm Hold
57,76,152,core,rehab,Bridge pose hold
56,46,168,legs,flexibility,Chair pose
59,65,179,hips,rehab,Standing quad stretch (L/R)
72,90,163,lower_back,flexibility,Bird Dog Hold
55,82,162,upper_back,flexibility,Plank
50,102,165,lower_back,strength,Plank
54,101,178,hips,rehab,Butterfly stretch
66,87,154,core,rehab,Reverse Tabletop Pose
77,86,181,shoulder,flexibility,Plank
50,83,169,none,strength,Hollow Body Hold
59,49,165,core,flexibility,Reverse Tabletop Pose
63,65,179,hips,rehab,Butterfly stretch
45,83,151,lower_back,strength,Plank
58,90,171,legs,strength,Standing quad stretch (L/R)
38,86,170,shoulder,flexibility,Reverse Tabletop Pose
34,71,154,upper_back,flexibility,Plank
63,94,170,legs,strength,Calf stretch
53,101,168,hips,rehab,Standing quad stretch (L/R)
61,94,162,lower_back,rehab,Bridge pose hold
58,94,175,lower_back,strength,Bird Dog Hold
45,75,158,lower_back,flexibility,Bird Dog Hold
57,95,168,hips,flexibility,Side plank
41,84,163,shoulder,rehab,Reverse Tabletop Pose
77,88,157,upper_back,rehab,Overhead Arm Hold
40,87,170,legs,strength,Bridge pose hold
55,80,162,hips,rehab,Butterfly stretch
44,71,147,lower_back,rehab,Bird Dog Hold
66,81,143,upper_back,flexibility,Overhead Arm Hold
54,94,174,lower_back,flexibility,Plank
51,76,150,hips,rehab,Standing quad stretch (L/R)
70,93,168,lower_back,flexibility,Bridge pose hold
58,91,165,hips,flexibility,Half-Kneeling Hip Flexor Stretch
65,78,160,none,flexibility,Plank
45,99,187,lower_back,rehab,Bird Dog Hold
39,78,167,hips,flexibility,Butterfly stretch
59,101,173,lower_back,rehab,Bridge pose hold
54,87,168,upper_back,rehab,Overhead Arm Hold
66,82,162,upper_back,strength,Overhead Arm Hold
57,71,164,lower_back,strength,Bird Dog Hold
61,81,182,lower_back,strength,Bird Dog Hold
36,79,177,hips,rehab,Half-Kneeling Hip Flexor Stretch
83,66,187,hips,strength,Half-Kneeling Hip Flexor Stretch
56,79,167,hips,flexibility,Side plank
67,72,154,shoulder,strength,Reverse Tabletop Pose
47,89,159,lower_back,rehab,Bird Dog Hold
62,98,151,core,flexibility,Bird Dog Hold
40,67,173,lower_back,flexibility,Bird Dog Hold
64,103,158,lower_back,flexibility,Bird Dog Hold
53,80,130,lower_back,strength,Bird Dog Hold
58,70,193,hips,strength,Butterfly stretch
67,91,158,none,strength,Overhead Arm Hold
41,76,158,none,strength,Side plank
49,81,184,none,flexibility,Bird Dog Hold
64,77,150,none,rehab,Butterfly stretch
86,72,178,hips,strength,Butterfly stretch
56,91,158,shoulder,rehab,Overhead Arm Hold
66,78,149,none,flexibility,Bird Dog Hold
57,64,184,hips,rehab,Standing quad stretch (L/R)
84,89,175,core,rehab,Bridge pose hold
34,67,175,lower_back,strength,Plank
59,68,169,lower_back,strength,Bird Dog Hold
36,97,171,none,flexibility,Bridge pose hold
24,67,150,legs,strength,Chair pose
62,53,166,hips,rehab,Standing quad stretch (L/R)
60,90,154,legs,rehab,Standing quad stretch (L/R)
54,78,148,lower_back,rehab,Bridge pose hold
57,79,169,hips,rehab,Half-Kneeling Hip Flexor Stretch
99,78,178,none,strength,Reverse Tabletop Pose
55,85,160,lower_back,flexibility,Bridge pose hold
65,73,162,legs,strength,Calf stretch
49,100,151,none,rehab,Bird Dog Hold
62,64,165,legs,flexibility,Calf stretch
55,88,173,upper_back,flexibility,Overhead Arm Hold
52,90,174,none,rehab,Calf stretch
83,73,171,upper_back,rehab,Overhead Arm Hold
74,69,157,hips,strength,Half-Kneeling Hip Flexor Stretch
60,95,157,hips,flexibility,Side plank
27,70,174,none,flexibility,Reverse Tabletop Pose
53,74,174,hips,strength,Half-Kneeling Hip Flexor Stretch
94,93,162,hips,rehab,Butterfly stretch
55,82,160,hips,flexibility,Bird Dog Hold
73,60,178,hips,strength,Butterfly stretch
77,104,160,core,flexibility,Bridge pose hold
61,75,173,hips,strength,Half-Kneeling Hip Flexor Stretch
47,77,163,legs,flexibility,Bridge pose hold
25,85,152,legs,rehab,Calf stretch
67,90,183,legs,rehab,Calf stretch
47,107,166,core,flexibility,Plank
60,61,156,lower_back,flexibility,Dead Bug Hold
41,92,148,none,flexibility,Bird Dog Hold
54,91,149,none,strength,Butterfly stretch
58,80,160,shoulder,rehab,Reverse Tabletop Pose
62,92,187,lower_back,strength,Bird Dog Hold
43,94,158,hips,rehab,Half-Kneeling Hip Flexor Stretch
74,65,181,shoulder,rehab,Reverse Tabletop Pose
50,104,163,legs,strength,Standing calf raise
35,63,151,legs,rehab,Straight leg raises (L/R)
57,68,159,upper_back,rehab,Overhead Arm Hold
58,79,150,hips,flexibility,Side plank
60,106,155,hips,strength,Standing quad stretch (L/R)
76,78,154,upper_back,strength,Overhead Arm Hold
55,82,142,lower_back,rehab,Bird Dog Hold
56,100,182,upper_back,strength,Overhead Arm Hold
43,78,167,core,rehab,Reverse Tabletop Pose
69,67,156,hips,rehab,Butterfly stretch
60,77,167,core,strength,Bird Dog Hold
52,99,155,core,rehab,Bridge pose hold
32,83,133,core,flexibility,Bird Dog Hold
77,106,199,legs,strength,Standing quad stretch (L/R)
41,91,167,upper_back,strength,Plank
50,74,158,shoulder,rehab,Overhead Arm Hold
63,83,142,legs,strength,Standing quad stretch (L/R)
42,71,147,lower_back,strength,Dead Bug Hold
38,74,184,legs,flexibility,Standing calf raise
29,120,182,lower_back,flexibility,Bridge pose hold
68,95,173,legs,strength,Standing quad stretch (L/R)
51,93,151,hips,rehab,Half-Kneeling Hip Flexor Stretch
98,74,182,none,flexibility,Straight leg raises (L/R)
45,102,170,core,flexibility,Bridge pose hold
46,96,172,none,flexibility,Bridge pose hold
50,106,170,lower_back,rehab,Bird Dog Hold
61,105,147,lower_back,strength,Bird Dog Hold
52,64,151,upper_back,strength,Overhead Arm Hold
66,68,159,legs,flexibility,Bridge pose hold
45,69,172,lower_back,strength,Hollow Body Hold
39,70,148,lower_back,flexibility,Bridge pose hold
34,86,162,legs,flexibility,Straight leg raises (L/R)
28,75,162,legs,rehab,Standing quad stretch (L/R)
51,108,174,shoulder,rehab,Overhead Arm Hold
54,106,172,upper_back,flexibility,Overhead Arm Hold
49,82,153,lower_back,rehab,Bridge pose hold
75,106,181,legs,rehab,Calf stretch
75,101,151,lower_back,rehab,Bird Dog Hold
53,76,177,shoulder,strength,Reverse Tabletop Pose
34,57,158,shoulder,strength,Side plank
50,79,166,lower_back,rehab,Bird Dog Hold
50,74,167,upper_back,strength,Reverse Tabletop Pose
49,85,167,hips,flexibility,Bird Dog Hold
49,83,172,none,flexibility,Overhead Arm Hold
49,83,169,lower_back,rehab,Bird Dog Hold
53,89,174,shoulder,rehab,Reverse Tabletop Pose
49,67,170,upper_back,strength,Plank
61,87,150,core,rehab,Reverse Tabletop Pose
63,77,168,legs,rehab,Calf stretch
46,84,158,none,flexibility,Plank
75,94,152,core,flexibility,Side plank
45,67,161,upper_back,strength,Plank
36,78,167,upper_back,strength,Plank
63,81,167,none,strength,Calf stretch
47,76,177,none,rehab,Standing quad stretch (L/R)
62,93,180,lower_back,rehab,Bird Dog Hold
26,73,168,upper_back,rehab,Overhead Arm Hold
77,75,171,legs,rehab,Standing quad stretch (L/R)
67,73,166,none,flexibility,Bird Dog Hold
38,96,173,core,strength,Dead Bug Hold
38,76,170,lower_back,strength,Hollow Body Hold
81,88,164,shoulder,flexibility,Overhead Arm Hold
48,107,190,none,flexibility,Hollow Body Hold
47,81,158,legs,rehab,Calf stretch
27,96,181,lower_back,strength,Dead Bug Hold
53,103,149,none,strength,Bird Dog Hold
55,95,174,lower_back,flexibility,Plank
68,82,181,none,strength,Bridge pose hold
39,90,142,hips,flexibility,Side plank
37,66,166,legs,strength,Chair pose
64,72,173,upper_back,flexibility,Overhead Arm Hold
72,74,167,legs,rehab,Calf stretch
37,110,169,none,strength,Hollow Body Hold
73,72,166,legs,rehab,Standing quad stretch (L/R)
59,72,152,hips,flexibility,Half-Kneeling Hip Flexor Stretch
73,69,192,none,strength,Bird Dog Hold
57,89,159,upper_back,strength,Overhead Arm Hold
24,84,170,core,rehab,Bird Dog Hold
56,96,157,hips,rehab,Butterfly stretch
72,90,138,hips,flexibility,Half-Kneeling Hip Flexor Stretch
46,65,154,hips,rehab,Butterfly stretch
53,72,148,none,strength,Calf stretch
56,99,177,legs,strength,Standing quad stretch (L/R)
19,79,157,core,strength,Plank
81,97,159,hips,strength,Standing quad stretch (L/R)
46,80,152,shoulder,rehab,Reverse Tabletop Pose
65,70,166,upper_back,rehab,Overhead Arm Hold
57,78,156,core,flexibility,Reverse Tabletop Pose
75,70,176,upper_back,rehab,Overhead Arm Hold
63,75,168,core,flexibility,Dead Bug Hold
55,85,158,hips,rehab,Standing quad stretch (L/R)
46,88,174,core,rehab,Reverse Tabletop Pose
69,62,165,legs,strength,Standing quad stretch (L/R)
33,82,165,core,rehab,Bridge pose hold
67,75,147,none,flexibility,Dead Bug Hold
43,74,164,lower_back,strength,Plank
75,84,168,none,rehab,Reverse Tabletop Pose
60,75,180,lower_back,strength,Bridge pose hold
67,99,156,legs,strength,Calf stretch
59,97,191,hips,strength,Standing quad stretch (L/R)
34,97,171,hips,flexibility,Side plank
46,76,147,shoulder,flexibility,Plank
67,70,155,lower_back,rehab,Bird Dog Hold
60,83,181,lower_back,strength,Bridge pose hold
74,80,179,upper_back,rehab,Overhead Arm Hold
63,74,165,hips,flexibility,Bird Dog Hold
45,67,166,legs,strength,Bridge pose hold
47,81,151,hips,flexibility,Standing quad stretch (L/R)
59,77,180,hips,strength,Half-Kneeling Hip Flexor Stretch
27,91,153,shoulder,strength,Side plank
81,90,174,core,strength,Bird Dog Hold
64,96,180,core,rehab,Reverse Tabletop Pose
75,66,165,legs,flexibility,Calf stretch
37,87,176,shoulder,flexibility,Plank
75,73,186,shoulder,flexibility,Overhead Arm Hold
88,67,168,shoulder,strength,Reverse Tabletop Pose
40,77,162,core,rehab,Bird Dog Hold
68,95,164,shoulder,rehab,Overhead Arm Hold
58,77,156,hips,rehab,Half-Kneeling Hip Flexor Stretch
37,102,156,core,rehab,Reverse Tabletop Pose
65,89,170,core,strength,Reverse Tabletop Pose
69,77,163,upper_back,strength,Overhead Arm Hold
50,97,168,hips,rehab,Standing quad stretch (L/R)
74,88,147,shoulder,rehab,Overhead Arm Hold
35,70,163,shoulder,flexibility,Side plank
38,105,177,upper_back,strength,Reverse Tabletop Pose
60,85,151,lower_back,rehab,Bridge pose hold
58,82,165,none,strength,Overhead Arm Hold
48,71,143,legs,flexibility,Standing quad stretch (L/R)
69,97,149,shoulder,rehab,Reverse Tabletop Pose
65,88,174,none,strength,Overhead Arm Hold
70,90,161,shoulder,strength,Reverse Tabletop Pose
56,76,186,hips,strength,Standing quad stretch (L/R)
66,92,170,shoulder,strength,Overhead Arm Hold
52,93,171,shoulder,strength,Reverse Tabletop Pose
86,74,152,legs,strength,Standing quad stretch (L/R)
47,64,160,none,flexibility,Bridge pose hold
86,89,156,hips,strength,Butterfly stretch
58,62,152,none,flexibility,Bird Dog Hold
39,84,172,lower_back,flexibility,Dead Bug Hold
76,76,175,shoulder,strength,Overhead Arm Hold
60,97,169,shoulder,rehab,Reverse Tabletop Pose
69,77,155,lower_back,strength,Bird Dog Hold
75,96,168,upper_back,flexibility,Reverse Tabletop Pose
63,76,142,none,strength,Bridge pose hold
50,94,180,lower_back,strength,Dead Bug Hold
71,108,149,lower_back,strength,Bridge pose hold
58,69,151,hips,flexibility,Half-Kneeling Hip Flexor Stretch
67,86,166,core,flexibility,Bridge pose hold
29,116,167,lower_back,flexibility,Hollow Body Hold
64,83,164,hips,rehab,Butterfly stretch
49,83,152,core,rehab,Bridge pose hold
80,92,178,lower_back,rehab,Bird Dog Hold
66,83,145,none,rehab,Straight leg raises (L/R)
61,61,147,shoulder,strength,Overhead Arm Hold
65,96,163,shoulder,rehab,Overhead Arm Hold
45,57,150,core,rehab,Bird Dog Hold
80,77,179,upper_back,rehab,Overhead Arm Hold
85,97,151,core,strength,Reverse Tabletop Pose
63,78,183,none,rehab,Half-Kneeling Hip Flexor Stretch
79,73,177,lower_back,rehab,Bridge pose hold
50,93,179,legs,rehab,Calf stretch
47,71,187,lower_back,flexibility,Dead Bug Hold
59,67,165,core,rehab,Bridge pose hold
64,85,153,none,rehab,Butterfly stretch
53,80,163,legs,rehab,Calf stretch
65,66,158,none,strength,Overhead Arm Hold
62,90,156,none,rehab,Calf stretch
45,88,166,core,rehab,Bird Dog Hold
65,78,161,lower_back,flexibility,Bridge pose hold
70,78,156,hips,flexibility,Side plank
60,88,162,shoulder,strength,Overhead Arm Hold
74,97,171,none,strength,Straight leg raises (L/R)
42,78,176,none,rehab,Overhead Arm Hold
64,90,146,legs,flexibility,Standing calf raise
42,89,161,legs,strength,Chair pose
43,93,163,lower_back,strength,Hollow Body Hold
49,82,151,shoulder,flexibility,Side plank
45,71,163,none,rehab,Bridge pose hold
51,76,166,upper_back,flexibility,Overhead Arm Hold
55,86,171,legs,rehab,Straight leg raises (L/R)
69,105,165,shoulder,rehab,Reverse Tabletop Pose
54,76,154,shoulder,flexibility,Overhead Arm Hold
37,92,188,none,rehab,Standing quad stretch (L/R)
73,78,174,legs,strength,Calf stretch
47,83,171,hips,flexibility,Butterfly stretch
57,101,176,core,strength,Reverse Tabletop Pose
64,92,167,hips,rehab,Half-Kneeling Hip Flexor Stretch
61,66,180,lower_back,rehab,Bridge pose hold
73,75,165,none,flexibility,Side plank
64,98,165,core,flexibility,Reverse Tabletop Pose
46,84,172,core,rehab,Bird Dog Hold
87,68,183,lower_back,flexibility,Plank
61,72,182,shoulder,rehab,Reverse Tabletop Pose
56,91,171,none,strength,Overhead Arm Hold
71,94,171,legs,flexibility,Calf stretch
61,82,173,hips,strength,Half-Kneeling Hip Flexor Stretch
63,113,176,shoulder,flexibility,Plank
92,92,180,none,strength,Bridge pose hold
54,79,162,hips,rehab,Butterfly stretch
54,72,180,legs,rehab,Standing quad stretch (L/R)
60,70,169,hips,rehab,Standing quad stretch (L/R)
72,86,172,upper_back,rehab,Overhead Arm Hold
38,76,181,none,flexibility,Side plank
31,103,173,lower_back,strength,Hollow Body Hold
50,100,175,core,flexibility,Hollow Body Hold
36,90,160,hips,flexibility,Bird Dog Hold
52,67,182,legs,rehab,Calf stretch
65,74,173,none,flexibility,Dead Bug Hold
46,98,166,legs,strength,Chair pose
39,75,177,upper_back,flexibility,Reverse Tabletop Pose
59,96,195,legs,strength,Standing quad stretch (L/R)
70,88,151,upper_back,rehab,Overhead Arm Hold
35,83,155,shoulder,rehab,Reverse Tabletop Pose
69,73,196,hips,flexibility,Bird Dog Hold
69,81,169,legs,strength,Standing quad stretch (L/R)
71,84,167,lower_back,rehab,Bird Dog Hold
74,95,163,hips,rehab,Half-Kneeling Hip Flexor Stretch
88,71,179,none,flexibility,Side plank
53,79,195,upper_back,strength,Overhead Arm Hold
59,83,157,hips,rehab,Butterfly stretch
52,90,163,hips,rehab,Half-Kneeling Hip Flexor Stretch
58,71,160,legs,strength,Straight leg raises (L/R)
79,66,173,lower_back,flexibility,Bridge pose hold
40,90,179,shoulder,flexibility,Reverse Tabletop Pose
46,63,183,lower_back,rehab,Bird Dog Hold
77,98,173,core,rehab,Bird Dog Hold
72,80,194,upper_back,flexibility,Plank
53,63,158,core,flexibility,Bridge pose hold
70,76,155,none,rehab,Bridge pose hold
63,87,182,lower_back,strength,Bird Dog Hold
78,75,166,lower_back,strength,Bridge pose hold
59,82,148,upper_back,rehab,Overhead Arm Hold
72,91,161,none,rehab,Standing quad stretch (L/R)
